MODEL NAME,LOG TIME,SERIAL NUMBER,LOCATION,STATUS,BATTERY,TIME ZONE,CO(ppm),Custom1(ppm),H2S(ppm),LEL(%LEL),O2(%)
AreaRAE Plus,2025-12-12 11:11:35,W01B00000781,Lng:145.005341 Lat:-37.829662,,91,UTC+11:00,0,0.557,0,0,20.9
AreaRAE Plus,2025-12-12 11:11:33,W01B00002478,Lng:145.005219 Lat:-37.829422,,49,UTC+11:00,0,0.025,0,0,20.9
AreaRAE Plus,2025-12-12 11:11:33,W01B00000781,Lng:145.005341 Lat:-37.829662,,91,UTC+11:00,0,0.553,0,0,20.9
AreaRAE Plus,2025-12-12 11:11:31,W01B00002478,Lng:145.005219 Lat:-37.829422,,49,UTC+11:00,0,0.027,0,0,20.9
AreaRAE Plus,2025-12-12 11:11:31,W01B00000781,Lng:145.005341 Lat:-37.829662,,91,UTC+11:00,0,0.551,0,0,20.9
AreaRAE Plus,2025-12-12 11:11:29,W01B00002478,Lng:145.005219 Lat:-37.829422,,49,UTC+11:00,0,0.028,0,0,20.9
AreaRAE Plus,2025-12-12 11:11:29,W01B00000781,Lng:145.005341 Lat:-37.829662,,91,UTC+11:00,0,0.556,0,0,20.9
AreaRAE Plus,2025-12-12 11:11:27,W01B00002478,Lng:145.005219 Lat:-37.829422,,49,UTC+11:00,0,0.027,0,0,20.9
AreaRAE Plus,2025-12-12 11:11:27,W01B00000781,Lng:145.005341 Lat:-37.829662,,91,UTC+11:00,0,0.554,0,0,20.9
AreaRAE Plus,2025-12-12 11:11:25,W01B00002478,Lng:145.005219 Lat:-37.829422,,49,UTC+11:00,0,0.025,0,0,20.9
AreaRAE Plus,2025-12-12 11:11:25,W01B00000781,Lng:145.005341 Lat:-37.829662,,91,UTC+11:00,0,0.551,0,0,20.9
AreaRAE Plus,2025-12-12 11:11:23,W01B00002478,Lng:145.005219 Lat:-37.829422,,49,UTC+11:00,0,0.023,0,0,20.9
AreaRAE Plus,2025-12-12 11:11:23,W01B00000781,Lng:145.005341 Lat:-37.829662,,91,UTC+11:00,0,0.551,0,0,20.9
AreaRAE Plus,2025-12-12 11:11:21,W01B00002478,Lng:145.005219 Lat:-37.829422,,49,UTC+11:00,0,0.026,0,0,20.9
AreaRAE Plus,2025-12-12 11:11:21,W01B00000781,Lng:145.005341 Lat:-37.829666,,91,UTC+11:00,0,0.551,0,0,20.9
AreaRAE Plus,2025-12-12 11:11:19,W01B00002478,Lng:145.005219 Lat:-37.829422,,49,UTC+11:00,0,0.027,0,0,20.9
AreaRAE Plus,2025-12-12 11:11:19,W01B00000781,Lng:145.005341 Lat:-37.829666,,91,UTC+11:00,0,0.556,0,0,20.9
AreaRAE Plus,2025-12-12 11:11:17,W01B00002478,Lng:145.005219 Lat:-37.829422,,49,UTC+11:00,0,0.027,0,0,20.9
AreaRAE Plus,2025-12-12 11:11:17,W01B00000781,Lng:145.005341 Lat:-37.829666,,91,UTC+11:00,0,0.552,0,0,20.9
AreaRAE Plus,2025-12-12 11:11:15,W01B00002478,Lng:145.005219 Lat:-37.829422,,49,UTC+11:00,0,0.027,0,0,20.9
AreaRAE Plus,2025-12-12 11:11:15,W01B00000781,Lng:145.005341 Lat:-37.829666,,91,UTC+11:00,0,0.546,0,0,20.9
AreaRAE Plus,2025-12-12 11:11:13,W01B00002478,Lng:145.005219 Lat:-37.829422,,49,UTC+11:00,0,0.026,0,0,20.9
AreaRAE Plus,2025-12-12 11:11:13,W01B00000781,Lng:145.005341 Lat:-37.829666,,91,UTC+11:00,0,0.545,0,0,20.9
AreaRAE Plus,2025-12-12 11:11:11,W01B00002478,Lng:145.005219 Lat:-37.829422,,49,UTC+11:00,0,0.023,0,0,20.9
AreaRAE Plus,2025-12-12 11:11:11,W01B00000781,Lng:145.005341 Lat:-37.829666,,91,UTC+11:00,0,0.546,0,0,20.9
AreaRAE Plus,2025-12-12 11:11:09,W01B00002478,Lng:145.005219 Lat:-37.829422,,49,UTC+11:00,0,0.023,0,0,20.9
AreaRAE Plus,2025-12-12 11:11:09,W01B00000781,Lng:145.005341 Lat:-37.829666,,91,UTC+11:00,0,0.548,0,0,20.9
AreaRAE Plus,2025-12-12 11:11:06,W01B00000781,Lng:145.005341 Lat:-37.829666,,91,UTC+11:00,0,0.551,0,0,20.9
AreaRAE Plus,2025-12-12 11:11:04,W01B00002478,Lng:145.005219 Lat:-37.829422,,49,UTC+11:00,0,0.027,0,0,20.9
AreaRAE Plus,2025-12-12 11:11:04,W01B00000781,Lng:145.005341 Lat:-37.829666,,91,UTC+11:00,0,0.55,0,0,20.9
AreaRAE Plus,2025-12-12 11:11:02,W01B00002478,Lng:145.005219 Lat:-37.829422,,49,UTC+11:00,0,0.029,0,0,20.9
AreaRAE Plus,2025-12-12 11:11:01,W01B00000781,Lng:145.005341 Lat:-37.829666,,91,UTC+11:00,0,0.55,0,0,20.9
AreaRAE Plus,2025-12-12 11:11:01,W01B00002478,Lng:145.005219 Lat:-37.829422,,49,UTC+11:00,0,0.028,0,0,20.9
AreaRAE Plus,2025-12-12 11:10:59,W01B00002478,Lng:145.005219 Lat:-37.829422,,49,UTC+11:00,0,0.027,0,0,20.9
AreaRAE Plus,2025-12-12 11:10:57,W01B00000781,Lng:145.005341 Lat:-37.829666,,91,UTC+11:00,0,0.548,0,0,20.9
AreaRAE Plus,2025-12-12 11:10:56,W01B00002478,Lng:145.005219 Lat:-37.829422,,49,UTC+11:00,0,0.027,0,0,20.9
AreaRAE Plus,2025-12-12 11:10:56,W01B00000781,Lng:145.005341 Lat:-37.829666,,91,UTC+11:00,0,0.548,0,0,20.9
AreaRAE Plus,2025-12-12 11:10:54,W01B00002478,Lng:145.005219 Lat:-37.829422,,49,UTC+11:00,0,0.025,0,0,20.9
AreaRAE Plus,2025-12-12 11:10:54,W01B00000781,Lng:145.005341 Lat:-37.829666,,91,UTC+11:00,0,0.553,0,0,20.9
AreaRAE Plus,2025-12-12 11:10:52,W01B00002478,Lng:145.005219 Lat:-37.829422,,49,UTC+11:00,0,0.028,0,0,20.9
AreaRAE Plus,2025-12-12 11:10:52,W01B00000781,Lng:145.005341 Lat:-37.829666,,91,UTC+11:00,0,0.548,0,0,20.9
AreaRAE Plus,2025-12-12 11:10:50,W01B00002478,Lng:145.005219 Lat:-37.829422,,49,UTC+11:00,0,0.025,0,0,20.9
AreaRAE Plus,2025-12-12 11:10:50,W01B00000781,Lng:145.005341 Lat:-37.829666,,91,UTC+11:00,0,0.555,0,0,20.9
AreaRAE Plus,2025-12-12 11:10:48,W01B00002478,Lng:145.005219 Lat:-37.829422,,49,UTC+11:00,0,0.025,0,0,20.9
AreaRAE Plus,2025-12-12 11:10:48,W01B00000781,Lng:145.005341 Lat:-37.82967,,91,UTC+11:00,0,0.555,0,0,20.9
AreaRAE Plus,2025-12-12 11:10:46,W01B00002478,Lng:145.005219 Lat:-37.829422,,49,UTC+11:00,0,0.027,0,0,20.9
AreaRAE Plus,2025-12-12 11:10:46,W01B00000781,Lng:145.005341 Lat:-37.82967,,91,UTC+11:00,0,0.555,0,0,20.9
AreaRAE Plus,2025-12-12 11:10:44,W01B00002478,Lng:145.005219 Lat:-37.829422,,49,UTC+11:00,0,0.025,0,0,20.9
AreaRAE Plus,2025-12-12 11:10:44,W01B00000781,Lng:145.005341 Lat:-37.82967,,91,UTC+11:00,0,0.551,0,0,20.9
AreaRAE Plus,2025-12-12 11:10:42,W01B00002478,Lng:145.005219 Lat:-37.829422,,49,UTC+11:00,0,0.027,0,0,20.9
AreaRAE Plus,2025-12-12 11:10:42,W01B00000781,Lng:145.005341 Lat:-37.82967,,91,UTC+11:00,0,0.551,0,0,20.9
AreaRAE Plus,2025-12-12 11:10:40,W01B00002478,Lng:145.005219 Lat:-37.829422,,49,UTC+11:00,0,0.027,0,0,20.9
AreaRAE Plus,2025-12-12 11:10:40,W01B00000781,Lng:145.005341 Lat:-37.82967,,91,UTC+11:00,0,0.547,0,0,20.9
AreaRAE Plus,2025-12-12 11:10:38,W01B00002478,Lng:145.005219 Lat:-37.829422,,49,UTC+11:00,0,0.027,0,0,20.9
AreaRAE Plus,2025-12-12 11:10:38,W01B00000781,Lng:145.005341 Lat:-37.82967,,91,UTC+11:00,0,0.548,0,0,20.9
AreaRAE Plus,2025-12-12 11:10:36,W01B00002478,Lng:145.005219 Lat:-37.829422,,49,UTC+11:00,0,0.027,0,0,20.9
AreaRAE Plus,2025-12-12 11:10:36,W01B00000781,Lng:145.005341 Lat:-37.82967,,91,UTC+11:00,0,0.548,0,0,20.9
AreaRAE Plus,2025-12-12 11:10:34,W01B00002478,Lng:145.005219 Lat:-37.829422,,49,UTC+11:00,0,0.025,0,0,20.9
AreaRAE Plus,2025-12-12 11:10:33,W01B00000781,Lng:145.005341 Lat:-37.82967,,91,UTC+11:00,0,0.545,0,0,20.9
AreaRAE Plus,2025-12-12 11:10:31,W01B00002478,Lng:145.005219 Lat:-37.829422,,49,UTC+11:00,0,0.027,0,0,20.9
AreaRAE Plus,2025-12-12 11:10:31,W01B00000781,Lng:145.005341 Lat:-37.82967,,91,UTC+11:00,0,0.548,0,0,20.9
AreaRAE Plus,2025-12-12 11:10:29,W01B00002478,Lng:145.005219 Lat:-37.829422,,49,UTC+11:00,0,0.028,0,0,20.9
AreaRAE Plus,2025-12-12 11:10:29,W01B00000781,Lng:145.005341 Lat:-37.82967,,91,UTC+11:00,0,0.555,0,0,20.9
AreaRAE Plus,2025-12-12 11:10:27,W01B00002478,Lng:145.005219 Lat:-37.829422,,49,UTC+11:00,0,0.027,0,0,20.9
AreaRAE Plus,2025-12-12 11:10:27,W01B00000781,Lng:145.005341 Lat:-37.82967,,91,UTC+11:00,0,0.552,0,0,20.9
AreaRAE Plus,2025-12-12 11:10:25,W01B00002478,Lng:145.005219 Lat:-37.829422,,49,UTC+11:00,0,0.029,0,0,20.9
AreaRAE Plus,2025-12-12 11:10:25,W01B00000781,Lng:145.005341 Lat:-37.82967,,91,UTC+11:00,0,0.55,0,0,20.9
AreaRAE Plus,2025-12-12 11:10:23,W01B00002478,Lng:145.005219 Lat:-37.829422,,49,UTC+11:00,0,0.029,0,0,20.9
AreaRAE Plus,2025-12-12 11:10:23,W01B00000781,Lng:145.005341 Lat:-37.82967,,91,UTC+11:00,0,0.551,0,0,20.9
AreaRAE Plus,2025-12-12 11:10:21,W01B00002478,Lng:145.005219 Lat:-37.829422,,49,UTC+11:00,0,0.028,0,0,20.9
AreaRAE Plus,2025-12-12 11:10:21,W01B00000781,Lng:145.005341 Lat:-37.82967,,91,UTC+11:00,0,0.55,0,0,20.9
AreaRAE Plus,2025-12-12 11:10:19,W01B00002478,Lng:145.005219 Lat:-37.829422,,49,UTC+11:00,0,0.028,0,0,20.9
AreaRAE Plus,2025-12-12 11:10:19,W01B00000781,Lng:145.005341 Lat:-37.82967,,91,UTC+11:00,0,0.542,0,0,20.9
AreaRAE Plus,2025-12-12 11:10:17,W01B00002478,Lng:145.005219 Lat:-37.829422,,49,UTC+11:00,0,0.028,0,0,20.9
AreaRAE Plus,2025-12-12 11:10:17,W01B00000781,Lng:145.005341 Lat:-37.82967,,91,UTC+11:00,0,0.547,0,0,20.9
AreaRAE Plus,2025-12-12 11:10:15,W01B00002478,Lng:145.005219 Lat:-37.829422,,49,UTC+11:00,0,0.028,0,0,20.9
AreaRAE Plus,2025-12-12 11:10:15,W01B00000781,Lng:145.005341 Lat:-37.82967,,91,UTC+11:00,0,0.553,0,0,20.9
AreaRAE Plus,2025-12-12 11:10:13,W01B00002478,Lng:145.005219 Lat:-37.829422,,49,UTC+11:00,0,0.028,0,0,20.9
AreaRAE Plus,2025-12-12 11:10:13,W01B00000781,Lng:145.005341 Lat:-37.82967,,91,UTC+11:00,0,0.553,0,0,20.9
AreaRAE Plus,2025-12-12 11:10:11,W01B00002478,Lng:145.005219 Lat:-37.829426,,49,UTC+11:00,0,0.028,0,0,20.9
AreaRAE Plus,2025-12-12 11:10:11,W01B00000781,Lng:145.005341 Lat:-37.82967,,91,UTC+11:00,0,0.551,0,0,20.9
AreaRAE Plus,2025-12-12 11:10:09,W01B00002478,Lng:145.005219 Lat:-37.829426,,49,UTC+11:00,0,0.028,0,0,20.9
AreaRAE Plus,2025-12-12 11:10:09,W01B00000781,Lng:145.005341 Lat:-37.82967,,91,UTC+11:00,0,0.548,0,0,20.9
AreaRAE Plus,2025-12-12 11:10:07,W01B00002478,Lng:145.005219 Lat:-37.829426,,49,UTC+11:00,0,0.028,0,0,20.9
AreaRAE Plus,2025-12-12 11:10:07,W01B00000781,Lng:145.005341 Lat:-37.82967,,91,UTC+11:00,0,0.544,0,0,20.9
AreaRAE Plus,2025-12-12 11:10:05,W01B00002478,Lng:145.005219 Lat:-37.829426,,49,UTC+11:00,0,0.024,0,0,20.9
AreaRAE Plus,2025-12-12 11:10:05,W01B00000781,Lng:145.005341 Lat:-37.82967,,91,UTC+11:00,0,0.542,0,0,20.9
AreaRAE Plus,2025-12-12 11:10:03,W01B00002478,Lng:145.005219 Lat:-37.829426,,49,UTC+11:00,0,0.024,0,0,20.9
AreaRAE Plus,2025-12-12 11:10:03,W01B00000781,Lng:145.005341 Lat:-37.82967,,91,UTC+11:00,0,0.548,0,0,20.9
AreaRAE Plus,2025-12-12 11:10:01,W01B00002478,Lng:145.005219 Lat:-37.829426,,49,UTC+11:00,0,0.024,0,0,20.9
AreaRAE Plus,2025-12-12 11:10:01,W01B00000781,Lng:145.005341 Lat:-37.82967,,91,UTC+11:00,0,0.55,0,0,20.9
AreaRAE Plus,2025-12-12 11:09:58,W01B00002478,Lng:145.005219 Lat:-37.829426,,49,UTC+11:00,0,0.025,0,0,20.9
AreaRAE Plus,2025-12-12 11:09:58,W01B00000781,Lng:145.005341 Lat:-37.82967,,91,UTC+11:00,0,0.547,0,0,20.9
AreaRAE Plus,2025-12-12 11:09:56,W01B00002478,Lng:145.005219 Lat:-37.829426,,49,UTC+11:00,0,0.025,0,0,20.9
AreaRAE Plus,2025-12-12 11:09:56,W01B00000781,Lng:145.005341 Lat:-37.82967,,91,UTC+11:00,0,0.551,0,0,20.9
AreaRAE Plus,2025-12-12 11:09:54,W01B00002478,Lng:145.005219 Lat:-37.829426,,49,UTC+11:00,0,0.023,0,0,20.9
AreaRAE Plus,2025-12-12 11:09:54,W01B00000781,Lng:145.005341 Lat:-37.829674,,91,UTC+11:00,0,0.548,0,0,20.9
AreaRAE Plus,2025-12-12 11:09:52,W01B00002478,Lng:145.005219 Lat:-37.829426,,49,UTC+11:00,0,0.023,0,0,20.9
AreaRAE Plus,2025-12-12 11:09:52,W01B00000781,Lng:145.005341 Lat:-37.829674,,91,UTC+11:00,0,0.547,0,0,20.9
AreaRAE Plus,2025-12-12 11:09:50,W01B00002478,Lng:145.005219 Lat:-37.829426,,49,UTC+11:00,0,0.024,0,0,20.9
AreaRAE Plus,2025-12-12 11:09:50,W01B00000781,Lng:145.005341 Lat:-37.829674,,91,UTC+11:00,0,0.547,0,0,20.9
AreaRAE Plus,2025-12-12 11:09:48,W01B00002478,Lng:145.005219 Lat:-37.829426,,49,UTC+11:00,0,0.024,0,0,20.9
AreaRAE Plus,2025-12-12 11:09:48,W01B00000781,Lng:145.005341 Lat:-37.829674,,91,UTC+11:00,0,0.546,0,0,20.9
AreaRAE Plus,2025-12-12 11:09:46,W01B00002478,Lng:145.005219 Lat:-37.829426,,49,UTC+11:00,0,0.024,0,0,20.9
AreaRAE Plus,2025-12-12 11:09:46,W01B00000781,Lng:145.005341 Lat:-37.829674,,91,UTC+11:00,0,0.551,0,0,20.9
AreaRAE Plus,2025-12-12 11:09:44,W01B00002478,Lng:145.005219 Lat:-37.829426,,49,UTC+11:00,0,0.023,0,0,20.9
AreaRAE Plus,2025-12-12 11:09:44,W01B00000781,Lng:145.005341 Lat:-37.829674,,91,UTC+11:00,0,0.548,0,0,20.9
AreaRAE Plus,2025-12-12 11:09:42,W01B00002478,Lng:145.005219 Lat:-37.829426,,49,UTC+11:00,0,0.023,0,0,20.9
AreaRAE Plus,2025-12-12 11:09:42,W01B00000781,Lng:145.005341 Lat:-37.829674,,91,UTC+11:00,0,0.546,0,0,20.9
AreaRAE Plus,2025-12-12 11:09:40,W01B00002478,Lng:145.005219 Lat:-37.829426,,49,UTC+11:00,0,0.024,0,0,20.9
AreaRAE Plus,2025-12-12 11:09:40,W01B00000781,Lng:145.005341 Lat:-37.829674,,91,UTC+11:00,0,0.547,0,0,20.9
AreaRAE Plus,2025-12-12 11:09:38,W01B00002478,Lng:145.005219 Lat:-37.829426,,49,UTC+11:00,0,0.022,0,0,20.9
AreaRAE Plus,2025-12-12 11:09:38,W01B00000781,Lng:145.005341 Lat:-37.829674,,91,UTC+11:00,0,0.547,0,0,20.9
AreaRAE Plus,2025-12-12 11:09:36,W01B00002478,Lng:145.005219 Lat:-37.829426,,49,UTC+11:00,0,0.022,0,0,20.9
AreaRAE Plus,2025-12-12 11:09:36,W01B00000781,Lng:145.005341 Lat:-37.829674,,91,UTC+11:00,0,0.547,0,0,20.9
AreaRAE Plus,2025-12-12 11:09:34,W01B00002478,Lng:145.005219 Lat:-37.829426,,49,UTC+11:00,0,0.023,0,0,20.9
AreaRAE Plus,2025-12-12 11:09:34,W01B00000781,Lng:145.005341 Lat:-37.829674,,91,UTC+11:00,0,0.547,0,0,20.9
AreaRAE Plus,2025-12-12 11:09:32,W01B00002478,Lng:145.005219 Lat:-37.829426,,49,UTC+11:00,0,0.022,0,0,20.9
AreaRAE Plus,2025-12-12 11:09:32,W01B00000781,Lng:145.005341 Lat:-37.829674,,91,UTC+11:00,0,0.547,0,0,20.9
AreaRAE Plus,2025-12-12 11:09:30,W01B00002478,Lng:145.005219 Lat:-37.829426,,49,UTC+11:00,0,0.022,0,0,20.9
AreaRAE Plus,2025-12-12 11:09:30,W01B00000781,Lng:145.005341 Lat:-37.829674,,91,UTC+11:00,0,0.55,0,0,20.9
AreaRAE Plus,2025-12-12 11:09:28,W01B00002478,Lng:145.005219 Lat:-37.829426,,49,UTC+11:00,0,0.022,0,0,20.9
AreaRAE Plus,2025-12-12 11:09:28,W01B00000781,Lng:145.005341 Lat:-37.829674,,91,UTC+11:00,0,0.552,0,0,20.9
AreaRAE Plus,2025-12-12 11:09:26,W01B00002478,Lng:145.005219 Lat:-37.829426,,49,UTC+11:00,0,0.023,0,0,20.9
AreaRAE Plus,2025-12-12 11:09:26,W01B00000781,Lng:145.005341 Lat:-37.829674,,91,UTC+11:00,0,0.552,0,0,20.9
AreaRAE Plus,2025-12-12 11:09:24,W01B00002478,Lng:145.005219 Lat:-37.829426,,49,UTC+11:00,0,0.024,0,0,20.9
AreaRAE Plus,2025-12-12 11:09:24,W01B00000781,Lng:145.005341 Lat:-37.829674,,91,UTC+11:00,0,0.547,0,0,20.9
AreaRAE Plus,2025-12-12 11:09:22,W01B00002478,Lng:145.005219 Lat:-37.829426,,49,UTC+11:00,0,0.023,0,0,20.9
AreaRAE Plus,2025-12-12 11:09:22,W01B00000781,Lng:145.005341 Lat:-37.829674,,91,UTC+11:00,0,0.55,0,0,20.9
AreaRAE Plus,2025-12-12 11:09:20,W01B00002478,Lng:145.005219 Lat:-37.829426,,49,UTC+11:00,0,0.022,0,0,20.9
AreaRAE Plus,2025-12-12 11:09:20,W01B00000781,Lng:145.005341 Lat:-37.829674,,91,UTC+11:00,0,0.546,0,0,20.9
AreaRAE Plus,2025-12-12 11:09:18,W01B00002478,Lng:145.005219 Lat:-37.829426,,49,UTC+11:00,0,0.022,0,0,20.9
AreaRAE Plus,2025-12-12 11:09:18,W01B00000781,Lng:145.005341 Lat:-37.829674,,91,UTC+11:00,0,0.55,0,0,20.9
AreaRAE Plus,2025-12-12 11:09:16,W01B00002478,Lng:145.005219 Lat:-37.829426,,49,UTC+11:00,0,0.024,0,0,20.9
AreaRAE Plus,2025-12-12 11:09:16,W01B00000781,Lng:145.005341 Lat:-37.829674,,91,UTC+11:00,0,0.553,0,0,20.9
AreaRAE Plus,2025-12-12 11:09:14,W01B00002478,Lng:145.005219 Lat:-37.829426,,49,UTC+11:00,0,0.024,0,0,20.9
AreaRAE Plus,2025-12-12 11:09:14,W01B00000781,Lng:145.005341 Lat:-37.829674,,91,UTC+11:00,0,0.559,0,0,20.9
AreaRAE Plus,2025-12-12 11:09:12,W01B00002478,Lng:145.005219 Lat:-37.829426,,49,UTC+11:00,0,0.024,0,0,20.9
AreaRAE Plus,2025-12-12 11:09:12,W01B00000781,Lng:145.005341 Lat:-37.829674,,91,UTC+11:00,0,0.558,0,0,20.9
AreaRAE Plus,2025-12-12 11:09:10,W01B00002478,Lng:145.005219 Lat:-37.829426,,49,UTC+11:00,0,0.025,0,0,20.9
AreaRAE Plus,2025-12-12 11:09:10,W01B00000781,Lng:145.005341 Lat:-37.829674,,91,UTC+11:00,0,0.555,0,0,20.9
AreaRAE Plus,2025-12-12 11:09:08,W01B00002478,Lng:145.005219 Lat:-37.829426,,49,UTC+11:00,0,0.019,0,0,20.9
AreaRAE Plus,2025-12-12 11:09:08,W01B00000781,Lng:145.005341 Lat:-37.829674,,91,UTC+11:00,0,0.556,0,0,20.9
AreaRAE Plus,2025-12-12 11:09:06,W01B00002478,Lng:145.005219 Lat:-37.829426,,49,UTC+11:00,0,0.023,0,0,20.9
AreaRAE Plus,2025-12-12 11:09:05,W01B00000781,Lng:145.005341 Lat:-37.829674,,91,UTC+11:00,0,0.558,0,0,20.9
AreaRAE Plus,2025-12-12 11:09:05,W01B00002478,Lng:145.005219 Lat:-37.829426,,49,UTC+11:00,0,0.022,0,0,20.9
AreaRAE Plus,2025-12-12 11:09:03,W01B00000781,Lng:145.005341 Lat:-37.829674,,91,UTC+11:00,0,0.556,0,0,20.9
AreaRAE Plus,2025-12-12 11:09:01,W01B00002478,Lng:145.005219 Lat:-37.829426,,49,UTC+11:00,0,0.025,0,0,20.9
AreaRAE Plus,2025-12-12 11:09:01,W01B00000781,Lng:145.005341 Lat:-37.829674,,91,UTC+11:00,0,0.558,0,0,20.9
AreaRAE Plus,2025-12-12 11:08:59,W01B00002478,Lng:145.005219 Lat:-37.829426,,49,UTC+11:00,0,0.024,0,0,20.9
AreaRAE Plus,2025-12-12 11:08:59,W01B00000781,Lng:145.005341 Lat:-37.829674,,91,UTC+11:00,0,0.555,0,0,20.9
AreaRAE Plus,2025-12-12 11:08:57,W01B00002478,Lng:145.005219 Lat:-37.829426,,49,UTC+11:00,0,0.021,0,0,20.9
AreaRAE Plus,2025-12-12 11:08:57,W01B00000781,Lng:145.005341 Lat:-37.829674,,91,UTC+11:00,0,0.555,0,0,20.9
AreaRAE Plus,2025-12-12 11:08:55,W01B00002478,Lng:145.005219 Lat:-37.829426,,49,UTC+11:00,0,0.024,0,0,20.9
AreaRAE Plus,2025-12-12 11:08:55,W01B00000781,Lng:145.005341 Lat:-37.829674,,91,UTC+11:00,0,0.557,0,0,20.9
AreaRAE Plus,2025-12-12 11:08:53,W01B00002478,Lng:145.005219 Lat:-37.829426,,49,UTC+11:00,0,0.023,0,0,20.9
AreaRAE Plus,2025-12-12 11:08:53,W01B00000781,Lng:145.005341 Lat:-37.829674,,91,UTC+11:00,0,0.559,0,0,20.9
AreaRAE Plus,2025-12-12 11:08:50,W01B00002478,Lng:145.005219 Lat:-37.829426,,49,UTC+11:00,0,0.022,0,0,20.9
AreaRAE Plus,2025-12-12 11:08:50,W01B00000781,Lng:145.005341 Lat:-37.829674,,91,UTC+11:00,0,0.558,0,0,20.9
AreaRAE Plus,2025-12-12 11:08:48,W01B00002478,Lng:145.005219 Lat:-37.829426,,49,UTC+11:00,0,0.022,0,0,20.9
AreaRAE Plus,2025-12-12 11:08:48,W01B00000781,Lng:145.005341 Lat:-37.829674,,91,UTC+11:00,0,0.555,0,0,20.9
AreaRAE Plus,2025-12-12 11:08:46,W01B00002478,Lng:145.005219 Lat:-37.829426,,49,UTC+11:00,0,0.025,0,0,20.9
AreaRAE Plus,2025-12-12 11:08:46,W01B00000781,Lng:145.005341 Lat:-37.829674,,91,UTC+11:00,0,0.556,0,0,20.9
AreaRAE Plus,2025-12-12 11:08:44,W01B00002478,Lng:145.005219 Lat:-37.829426,,49,UTC+11:00,0,0.024,0,0,20.9
AreaRAE Plus,2025-12-12 11:08:44,W01B00000781,Lng:145.005341 Lat:-37.829674,,91,UTC+11:00,0,0.557,0,0,20.9
AreaRAE Plus,2025-12-12 11:08:42,W01B00002478,Lng:145.005219 Lat:-37.829426,,49,UTC+11:00,0,0.025,0,0,20.9
AreaRAE Plus,2025-12-12 11:08:42,W01B00000781,Lng:145.005341 Lat:-37.829674,,91,UTC+11:00,0,0.561,0,0,20.9
AreaRAE Plus,2025-12-12 11:08:40,W01B00002478,Lng:145.005219 Lat:-37.829426,,49,UTC+11:00,0,0.028,0,0,20.9
AreaRAE Plus,2025-12-12 11:08:40,W01B00000781,Lng:145.005341 Lat:-37.829674,,91,UTC+11:00,0,0.561,0,0,20.9
AreaRAE Plus,2025-12-12 11:08:38,W01B00002478,Lng:145.005219 Lat:-37.829426,,49,UTC+11:00,0,0.025,0,0,20.9
AreaRAE Plus,2025-12-12 11:08:38,W01B00000781,Lng:145.005341 Lat:-37.829674,,91,UTC+11:00,0,0.562,0,0,20.9
AreaRAE Plus,2025-12-12 11:08:36,W01B00002478,Lng:145.005219 Lat:-37.829426,,49,UTC+11:00,0,0.025,0,0,20.9
AreaRAE Plus,2025-12-12 11:08:36,W01B00000781,Lng:145.005341 Lat:-37.829674,,91,UTC+11:00,0,0.557,0,0,20.9
AreaRAE Plus,2025-12-12 11:08:34,W01B00002478,Lng:145.005219 Lat:-37.829426,,49,UTC+11:00,0,0.027,0,0,20.9
AreaRAE Plus,2025-12-12 11:08:34,W01B00000781,Lng:145.005341 Lat:-37.829674,,91,UTC+11:00,0,0.558,0,0,20.9
AreaRAE Plus,2025-12-12 11:08:32,W01B00002478,Lng:145.005219 Lat:-37.829426,,49,UTC+11:00,0,0.027,0,0,20.9
AreaRAE Plus,2025-12-12 11:08:32,W01B00000781,Lng:145.005341 Lat:-37.829674,,91,UTC+11:00,0,0.558,0,0,20.9
AreaRAE Plus,2025-12-12 11:08:30,W01B00002478,Lng:145.005234 Lat:-37.829426,,49,UTC+11:00,0,0.027,0,0,20.9
AreaRAE Plus,2025-12-12 11:08:30,W01B00000781,Lng:145.005341 Lat:-37.829674,,91,UTC+11:00,0,0.556,0,0,20.9
AreaRAE Plus,2025-12-12 11:08:28,W01B00002478,Lng:145.005234 Lat:-37.829426,,49,UTC+11:00,0,0.026,0,0,20.9
AreaRAE Plus,2025-12-12 11:08:28,W01B00000781,Lng:145.005341 Lat:-37.829674,,91,UTC+11:00,0,0.558,0,0,20.9
AreaRAE Plus,2025-12-12 11:08:26,W01B00002478,Lng:145.005234 Lat:-37.829426,,49,UTC+11:00,0,0.027,0,0,20.9
AreaRAE Plus,2025-12-12 11:08:26,W01B00000781,Lng:145.005341 Lat:-37.829674,,91,UTC+11:00,0,0.558,0,0,20.9
AreaRAE Plus,2025-12-12 11:08:24,W01B00002478,Lng:145.005234 Lat:-37.829426,,49,UTC+11:00,0,0.025,0,0,20.9
AreaRAE Plus,2025-12-12 11:08:24,W01B00000781,Lng:145.005341 Lat:-37.829674,,91,UTC+11:00,0,0.555,0,0,20.9
AreaRAE Plus,2025-12-12 11:08:22,W01B00002478,Lng:145.005234 Lat:-37.829426,,49,UTC+11:00,0,0.026,0,0,20.9
AreaRAE Plus,2025-12-12 11:08:22,W01B00000781,Lng:145.005341 Lat:-37.829674,,91,UTC+11:00,0,0.551,0,0,20.9
